date,confirmed,recovered,deaths,country
2020-02-27,0,0,0,Albania
2020-02-28,0,0,0,Albania
2020-02-29,0,0,0,Albania
2020-03-01,0,0,0,Albania
2020-03-02,0,0,0,Albania
2020-03-03,0,0,0,Albania
2020-03-04,0,0,0,Albania
2020-03-05,0,0,0,Albania
2020-03-06,0,0,0,Albania
2020-03-07,0,0,0,Albania
2020-03-08,0,0,0,Albania
2020-03-09,2,0,0,Albania
2020-03-10,10,0,0,Albania
2020-03-11,12,0,1,Albania
2020-03-12,23,0,1,Albania
2020-03-13,33,0,1,Albania
2020-03-14,38,0,1,Albania
2020-03-15,42,0,1,Albania
2020-03-16,51,0,1,Albania
2020-03-17,55,0,1,Albania
2020-03-18,59,0,2,Albania
2020-03-19,64,0,2,Albania
2020-03-20,70,0,2,Albania
2020-03-21,76,2,2,Albania
2020-03-22,89,2,2,Albania
2020-03-23,104,2,4,Albania
2020-03-24,123,10,5,Albania
2020-01-22,0,0,0,Algeria
2020-01-23,0,0,0,Algeria
2020-01-24,0,0,0,Algeria
2020-01-25,0,0,0,Algeria
2020-01-26,0,0,0,Algeria
2020-01-27,0,0,0,Algeria
2020-01-28,0,0,0,Algeria
2020-01-29,0,0,0,Algeria
2020-01-30,0,0,0,Algeria
2020-01-31,0,0,0,Algeria
2020-02-01,0,0,0,Algeria
2020-02-02,0,0,0,Algeria
2020-02-03,0,0,0,Algeria
2020-02-04,0,0,0,Algeria
2020-02-05,0,0,0,Algeria
2020-02-06,0,0,0,Algeria
2020-02-07,0,0,0,Algeria
2020-02-08,0,0,0,Algeria
2020-02-09,0,0,0,Algeria
2020-02-10,0,0,0,Algeria
2020-02-11,0,0,0,Algeria
2020-02-12,0,0,0,Algeria
2020-02-13,0,0,0,Algeria
2020-02-14,0,0,0,Algeria
2020-02-15,0,0,0,Algeria
2020-02-16,0,0,0,Algeria
2020-02-17,0,0,0,Algeria
2020-02-18,0,0,0,Algeria
2020-02-19,0,0,0,Algeria
2020-02-20,0,0,0,Algeria
2020-02-21,0,0,0,Algeria
2020-02-22,0,0,0,Algeria
2020-02-23,0,0,0,Algeria
2020-02-24,0,0,0,Algeria
2020-02-25,1,0,0,Algeria
2020-02-26,1,0,0,Algeria
2020-02-27,1,0,0,Algeria
2020-02-28,1,0,0,Algeria
2020-02-29,1,0,0,Algeria
2020-03-01,1,0,0,Algeria
2020-03-02,3,0,0,Algeria
2020-03-03,5,0,0,Algeria
2020-03-04,12,0,0,Algeria
2020-03-05,12,0,0,Algeria
2020-03-06,17,0,0,Algeria
2020-03-07,17,0,0,Algeria
2020-03-08,19,0,0,Algeria
2020-03-09,20,0,0,Algeria
2020-03-10,20,0,0,Algeria
2020-03-11,20,0,0,Algeria
2020-03-12,24,8,1,Algeria
2020-03-13,26,8,2,Algeria
2020-03-14,37,12,3,Algeria
2020-03-15,48,12,4,Algeria
2020-03-16,54,12,4,Algeria
2020-03-17,60,12,4,Algeria
2020-03-18,74,12,7,Algeria
2020-03-19,87,32,9,Algeria
2020-03-20,90,32,11,Algeria
2020-03-21,139,32,15,Algeria
2020-03-22,201,65,17,Algeria
2020-03-23,230,65,17,Algeria
2020-03-24,264,24,19,Algeria
2020-01-22,0,0,0,Andorra
2020-01-23,0,0,0,Andorra
2020-01-24,0,0,0,Andorra
2020-01-25,0,0,0,Andorra
2020-01-26,0,0,0,Andorra
2020-01-27,0,0,0,Andorra
2020-01-28,0,0,0,Andorra
2020-01-29,0,0,0,Andorra
2020-01-30,0,0,0,Andorra
2020-01-31,0,0,0,Andorra
2020-02-01,0,0,0,Andorra
2020-02-02,0,0,0,Andorra
2020-02-03,0,0,0,Andorra
2020-02-04,0,0,0,Andorra
2020-02-05,0,0,0,Andorra
2020-02-06,0,0,0,Andorra
2020-02-07,0,0,0,Andorra
2020-02-08,0,0,0,Andorra
2020-02-09,0,0,0,Andorra
2020-02-10,0,0,0,Andorra
2020-02-11,0,0,0,Andorra
2020-02-12,0,0,0,Andorra
2020-02-13,0,0,0,Andorra
2020-02-14,0,0,0,Andorra
2020-02-15,0,0,0,Andorra
2020-02-16,0,0,0,Andorra
2020-02-17,0,0,0,Andorra
2020-02-18,0,0,0,Andorra
2020-02-19,0,0,0,Andorra
2020-02-20,0,0,0,Andorra
2020-02-21,0,0,0,Andorra
2020-02-22,0,0,0,Andorra
2020-02-23,0,0,0,Andorra
2020-02-24,0,0,0,Andorra
2020-02-25,0,0,0,Andorra
2020-02-26,0,0,0,Andorra
2020-02-27,0,0,0,Andorra
2020-02-28,0,0,0,Andorra
2020-02-29,0,0,0,Andorra
2020-03-01,0,0,0,Andorra
2020-03-02,1,0,0,Andorra
2020-03-03,1,0,0,Andorra
2020-03-04,1,0,0,Andorra
2020-03-05,1,0,0,Andorra
2020-03-06,1,0,0,Andorra
2020-03-07,1,0,0,Andorra
2020-03-08,1,0,0,Andorra
2020-03-09,1,0,0,Andorra
2020-03-10,1,0,0,Andorra
2020-03-11,1,0,0,Andorra
2020-03-12,1,1,0,Andorra
2020-03-13,1,0,0,Andorra
2020-03-14,1,1,0,Andorra
2020-03-15,1,1,0,Andorra
2020-03-16,2,1,0,Andorra
2020-03-17,39,1,0,Andorra
2020-03-18,39,1,0,Andorra
2020-03-19,53,1,0,Andorra
2020-03-20,75,1,0,Andorra
2020-03-21,88,1,0,Andorra
2020-03-22,113,1,1,Andorra
2020-03-23,133,1,1,Andorra
2020-03-24,164,1,1,Andorra
2020-01-22,0,0,0,Angola
2020-01-23,0,0,0,Angola
2020-01-24,0,0,0,Angola
2020-01-25,0,0,0,Angola
2020-01-26,0,0,0,Angola
2020-01-27,0,0,0,Angola
2020-01-28,0,0,0,Angola
2020-01-29,0,0,0,Angola
2020-01-30,0,0,0,Angola
2020-01-31,0,0,0,Angola
2020-02-01,0,0,0,Angola
2020-02-02,0,0,0,Angola
2020-02-03,0,0,0,Angola
2020-02-04,0,0,0,Angola
2020-02-05,0,0,0,Angola
2020-02-06,0,0,0,Angola
2020-02-07,0,0,0,Angola
2020-02-08,0,0,0,Angola
2020-02-09,0,0,0,Angola
2020-02-10,0,0,0,Angola
2020-02-11,0,0,0,Angola
2020-02-12,0,0,0,Angola
2020-02-13,0,0,0,Angola
2020-02-14,0,0,0,Angola
2020-02-15,0,0,0,Angola
2020-02-16,0,0,0,Angola
2020-02-17,0,0,0,Angola
2020-02-18,0,0,0,Angola
2020-02-19,0,0,0,Angola
2020-02-20,0,0,0,Angola
2020-02-21,0,0,0,Angola
2020-02-22,0,0,0,Angola
2020-02-23,0,0,0,Angola
2020-02-24,0,0,0,Angola
2020-02-25,0,0,0,Angola
2020-02-26,0,0,0,Angola
2020-02-27,0,0,0,Angola
2020-02-28,0,0,0,Angola
2020-02-29,0,0,0,Angola
2020-03-01,0,0,0,Angola
2020-03-02,0,0,0,Angola
2020-03-03,0,0,0,Angola
2020-03-04,0,0,0,Angola
2020-03-05,0,0,0,Angola
2020-03-06,0,0,0,Angola
2020-03-07,0,0,0,Angola
2020-03-08,0,0,0,Angola
2020-03-09,0,0,0,Angola
2020-03-10,0,0,0,Angola
2020-03-11,0,0,0,Angola
2020-03-12,0,0,0,Angola
2020-03-13,0,0,0,Angola
2020-03-14,0,0,0,Angola
2020-03-15,0,0,0,Angola
2020-03-16,0,0,0,Angola
2020-03-17,0,0,0,Angola
2020-03-18,0,0,0,Angola
2020-03-19,0,0,0,Angola
2020-03-20,1,0,0,Angola
2020-03-21,2,0,0,Angola
2020-03-22,2,0,0,Angola
2020-03-23,3,0,0,Angola
2020-03-24,3,0,0,Angola
2020-01-22,0,0,0,Antigua and Barbuda
2020-01-23,0,0,0,Antigua and Barbuda
2020-01-24,0,0,0,Antigua and Barbuda
2020-01-25,0,0,0,Antigua and Barbuda
2020-01-26,0,0,0,Antigua and Barbuda
2020-01-27,0,0,0,Antigua and Barbuda
2020-01-28,0,0,0,Antigua and Barbuda
2020-01-29,0,0,0,Antigua and Barbuda
2020-01-30,0,0,0,Antigua and Barbuda
2020-01-31,0,0,0,Antigua and Barbuda
2020-02-01,0,0,0,Antigua and Barbuda
2020-02-02,0,0,0,Antigua and Barbuda
2020-02-03,0,0,0,Antigua and Barbuda
2020-02-04,0,0,0,Antigua and Barbuda
2020-02-05,0,0,0,Antigua and Barbuda
2020-02-06,0,0,0,Antigua and Barbuda
2020-02-07,0,0,0,Antigua and Barbuda
2020-02-08,0,0,0,Antigua and Barbuda
2020-02-09,0,0,0,Antigua and Barbuda
2020-02-10,0,0,0,Antigua and Barbuda
2020-02-11,0,0,0,Antigua and Barbuda
2020-02-12,0,0,0,Antigua and Barbuda
2020-02-13,0,0,0,Antigua and Barbuda
2020-02-14,0,0,0,Antigua and Barbuda
2020-02-15,0,0,0,Antigua and Barbuda
2020-02-16,0,0,0,Antigua and Barbuda
2020-02-17,0,0,0,Antigua and Barbuda
2020-02-18,0,0,0,Antigua and Barbuda
2020-02-19,0,0,0,Antigua and Barbuda
2020-02-20,0,0,0,Antigua and Barbuda
2020-02-21,0,0,0,Antigua and Barbuda
2020-02-22,0,0,0,Antigua and Barbuda
2020-02-23,0,0,0,Antigua and Barbuda
2020-02-24,0,0,0,Antigua and Barbuda
2020-02-25,0,0,0,Antigua and Barbuda
2020-02-26,0,0,0,Antigua and Barbuda
2020-02-27,0,0,0,Antigua and Barbuda
2020-02-28,0,0,0,Antigua and Barbuda
2020-02-29,0,0,0,Antigua and Barbuda
2020-03-01,0,0,0,Antigua and Barbuda
2020-03-02,0,0,0,Antigua and Barbuda
2020-03-03,0,0,0,Antigua and Barbuda
2020-03-04,0,0,0,Antigua and Barbuda
2020-03-05,0,0,0,Antigua and Barbuda
2020-03-06,0,0,0,Antigua and Barbuda
2020-03-07,0,0,0,Antigua and Barbuda
2020-03-08,0,0,0,Antigua and Barbuda
2020-03-09,0,0,0,Antigua and Barbuda
2020-03-10,0,0,0,Antigua and Barbuda
2020-03-11,0,0,0,Antigua and Barbuda
2020-03-12,0,0,0,Antigua and Barbuda
2020-03-13,1,0,0,Antigua and Barbuda
2020-03-14,1,0,0,Antigua and Barbuda
2020-03-15,1,0,0,Antigua and Barbuda
2020-03-16,1,0,0,Antigua and Barbuda
2020-03-17,1,0,0,Antigua and Barbuda
2020-03-18,1,0,0,Antigua and Barbuda
2020-03-19,1,0,0,Antigua and Barbuda
2020-03-20,1,0,0,Antigua and Barbuda
2020-03-21,1,0,0,Antigua and Barbuda
2020-03-22,1,0,0,Antigua and Barbuda
2020-03-23,3,0,0,Antigua and Barbuda
2020-03-24,3,0,0,Antigua and Barbuda
2020-01-22,0,0,0,Argentina
2020-01-23,0,0,0,Argentina
2020-01-24,0,0,0,Argentina
2020-01-25,0,0,0,Argentina
2020-01-26,0,0,0,Argentina
2020-01-27,0,0,0,Argentina
2020-01-28,0,0,0,Argentina
2020-01-29,0,0,0,Argentina
2020-01-30,0,0,0,Argentina
2020-01-31,0,0,0,Argentina
2020-02-01,0,0,0,Argentina
2020-02-02,0,0,0,Argentina
2020-02-03,0,0,0,Argentina
2020-02-04,0,0,0,Argentina
2020-02-05,0,0,0,Argentina
2020-02-06,0,0,0,Argentina
2020-02-07,0,0,0,Argentina
2020-02-08,0,0,0,Argentina
2020-02-09,0,0,0,Argentina
2020-02-10,0,0,0,Argentina
2020-02-11,0,0,0,Argentina
2020-02-12,0,0,0,Argentina
2020-02-13,0,0,0,Argentina
2020-02-14,0,0,0,Argentina
2020-02-15,0,0,0,Argentina
2020-02-16,0,0,0,Argentina
2020-02-17,0,0,0,Argentina
2020-02-18,0,0,0,Argentina
2020-02-19,0,0,0,Argentina
2020-02-20,0,0,0,Argentina
2020-02-21,0,0,0,Argentina
2020-02-22,0,0,0,Argentina
2020-02-23,0,0,0,Argentina
2020-02-24,0,0,0,Argentina
2020-02-25,0,0,0,Argentina
2020-02-26,0,0,0,Argentina
2020-02-27,0,0,0,Argentina
2020-02-28,0,0,0,Argentina
2020-02-29,0,0,0,Argentina
2020-03-01,0,0,0,Argentina
2020-03-02,0,0,0,Argentina
2020-03-03,1,0,0,Argentina
2020-03-04,1,0,0,Argentina
2020-03-05,1,0,0,Argentina
2020-03-06,2,0,0,Argentina
2020-03-07,8,0,0,Argentina
2020-03-08,12,0,1,Argentina
2020-03-09,12,0,1,Argentina
2020-03-10,17,0,1,Argentina
2020-03-11,19,0,1,Argentina
2020-03-12,19,0,1,Argentina
2020-03-13,31,0,2,Argentina
2020-03-14,34,1,2,Argentina
2020-03-15,45,1,2,Argentina
2020-03-16,56,1,2,Argentina
2020-03-17,68,3,2,Argentina
2020-03-18,79,3,2,Argentina
2020-03-19,97,3,3,Argentina
2020-03-20,128,3,3,Argentina
2020-03-21,158,3,4,Argentina
2020-03-22,266,3,4,Argentina
2020-03-23,301,3,4,Argentina
2020-03-24,387,52,6,Argentina
2020-01-22,0,0,0,Armenia
2020-01-23,0,0,0,Armenia
2020-01-24,0,0,0,Armenia
2020-01-25,0,0,0,Armenia
2020-01-26,0,0,0,Armenia
2020-01-27,0,0,0,Armenia
2020-01-28,0,0,0,Armenia
2020-01-29,0,0,0,Armenia
2020-01-30,0,0,0,Armenia
2020-01-31,0,0,0,Armenia
2020-02-01,0,0,0,Armenia
2020-02-02,0,0,0,Armenia
2020-02-03,0,0,0,Armenia
2020-02-04,0,0,0,Armenia
2020-02-05,0,0,0,Armenia
2020-02-06,0,0,0,Armenia
2020-02-07,0,0,0,Armenia
2020-02-08,0,0,0,Armenia
2020-02-09,0,0,0,Armenia
2020-02-10,0,0,0,Armenia
2020-02-11,0,0,0,Armenia
2020-02-12,0,0,0,Armenia
2020-02-13,0,0,0,Armenia
2020-02-14,0,0,0,Armenia
2020-02-15,0,0,0,Armenia
2020-02-16,0,0,0,Armenia
2020-02-17,0,0,0,Armenia
2020-02-18,0,0,0,Armenia
2020-02-19,0,0,0,Armenia
2020-02-20,0,0,0,Armenia
2020-02-21,0,0,0,Armenia
2020-02-22,0,0,0,Armenia
2020-02-23,0,0,0,Armenia
2020-02-24,0,0,0,Armenia
2020-02-25,0,0,0,Armenia
2020-02-26,0,0,0,Armenia
2020-02-27,0,0,0,Armenia
2020-02-28,0,0,0,Armenia
2020-02-29,0,0,0,Armenia
2020-03-01,1,0,0,Armenia
2020-03-02,1,0,0,Armenia
2020-03-03,1,0,0,Armenia
2020-03-04,1,0,0,Armenia
2020-03-05,1,0,0,Armenia
2020-03-06,1,0,0,Armenia
2020-03-07,1,0,0,Armenia
2020-03-08,1,0,0,Armenia
2020-03-09,1,0,0,Armenia
2020-03-10,1,0,0,Armenia
2020-03-11,1,0,0,Armenia
2020-03-12,4,0,0,Armenia
2020-03-13,8,0,0,Armenia
2020-03-14,18,0,0,Armenia
2020-03-15,26,0,0,Armenia
2020-03-16,52,0,0,Armenia
2020-03-17,78,1,0,Armenia
2020-03-18,84,1,0,Armenia
2020-03-19,115,1,0,Armenia
2020-03-20,136,1,0,Armenia
2020-03-21,160,1,0,Armenia
2020-03-22,194,2,0,Armenia
2020-03-23,235,2,0,Armenia
2020-03-24,249,14,0,Armenia
2020-01-22,0,0,0,Australia
2020-01-23,0,0,0,Australia
2020-01-24,0,0,0,Australia
2020-01-25,0,0,0,Australia
2020-01-26,4,0,0,Australia
2020-01-27,5,0,0,Australia
2020-01-28,5,0,0,Australia
2020-01-29,6,0,0,Australia
2020-01-30,9,2,0,Australia
2020-01-31,9,2,0,Australia
2020-02-01,12,2,0,Australia
2020-02-02,12,2,0,Australia
2020-02-03,12,2,0,Australia
2020-02-04,13,2,0,Australia
2020-02-05,13,2,0,Australia
2020-02-06,14,2,0,Australia
2020-02-07,15,2,0,Australia
2020-02-08,15,2,0,Australia
2020-02-09,15,2,0,Australia
2020-02-10,15,2,0,Australia
2020-02-11,15,2,0,Australia
2020-02-12,15,2,0,Australia
2020-02-13,15,8,0,Australia
2020-02-14,15,8,0,Australia
2020-02-15,15,8,0,Australia
2020-02-16,15,8,0,Australia
2020-02-17,15,10,0,Australia
2020-02-18,15,10,0,Australia
2020-02-19,15,10,0,Australia
2020-02-20,15,10,0,Australia
2020-02-21,15,11,0,Australia
2020-02-22,15,11,0,Australia
2020-02-23,15,11,0,Australia
2020-02-24,15,11,0,Australia
2020-02-25,15,11,0,Australia
2020-02-26,15,11,0,Australia
2020-02-27,15,11,0,Australia
2020-02-28,15,11,0,Australia
2020-02-29,25,11,0,Australia
2020-03-01,27,11,1,Australia
2020-03-02,30,11,1,Australia
2020-03-03,39,11,1,Australia
2020-03-04,52,11,2,Australia
2020-03-05,55,21,2,Australia
2020-03-06,60,21,2,Australia
2020-03-07,63,21,2,Australia
2020-03-08,76,21,3,Australia
2020-03-09,91,21,3,Australia
2020-03-10,107,21,3,Australia
2020-03-11,128,21,3,Australia
2020-03-12,128,21,3,Australia
2020-03-13,200,23,3,Australia
2020-03-14,250,23,3,Australia
2020-03-15,297,23,3,Australia
2020-03-16,377,23,3,Australia
2020-03-17,452,23,5,Australia
2020-03-18,568,23,6,Australia
2020-03-19,681,26,6,Australia
2020-03-20,791,26,7,Australia
2020-03-21,1071,26,7,Australia
2020-03-22,1549,88,7,Australia
2020-03-23,1682,88,7,Australia
2020-03-24,2044,119,8,Australia
2020-01-22,0,0,0,Austria
2020-01-23,0,0,0,Austria
2020-01-24,0,0,0,Austria
2020-01-25,0,0,0,Austria
2020-01-26,0,0,0,Austria
2020-01-27,0,0,0,Austria
2020-01-28,0,0,0,Austria
2020-01-29,0,0,0,Austria
2020-01-30,0,0,0,Austria
2020-01-31,0,0,0,Austria
2020-02-01,0,0,0,Austria
2020-02-02,0,0,0,Austria
2020-02-03,0,0,0,Austria
2020-02-04,0,0,0,Austria
2020-02-05,0,0,0,Austria
2020-02-06,0,0,0,Austria
2020-02-07,0,0,0,Austria
2020-02-08,0,0,0,Austria
2020-02-09,0,0,0,Austria
2020-02-10,0,0,0,Austria
2020-02-11,0,0,0,Austria
2020-02-12,0,0,0,Austria
2020-02-13,0,0,0,Austria
2020-02-14,0,0,0,Austria
2020-02-15,0,0,0,Austria
2020-02-16,0,0,0,Austria
2020-02-17,0,0,0,Austria
2020-02-18,0,0,0,Austria
2020-02-19,0,0,0,Austria
2020-02-20,0,0,0,Austria
2020-02-21,0,0,0,Austria
2020-02-22,0,0,0,Austria
2020-02-23,0,0,0,Austria
2020-02-24,0,0,0,Austria
2020-02-25,2,0,0,Austria
2020-02-26,2,0,0,Austria
2020-02-27,3,0,0,Austria
2020-02-28,3,0,0,Austria
2020-02-29,9,0,0,Austria
2020-03-01,14,0,0,Austria
2020-03-02,18,0,0,Austria
2020-03-03,21,0,0,Austria
2020-03-04,29,0,0,Austria
2020-03-05,41,0,0,Austria
2020-03-06,55,0,0,Austria
2020-03-07,79,0,0,Austria
2020-03-08,104,0,0,Austria
2020-03-09,131,2,0,Austria
2020-03-10,182,4,0,Austria
2020-03-11,246,4,0,Austria
2020-03-12,302,4,1,Austria
2020-03-13,504,6,1,Austria
2020-03-14,655,6,1,Austria
2020-03-15,860,6,1,Austria
2020-03-16,1018,6,3,Austria
2020-03-17,1332,1,3,Austria
2020-03-18,1646,9,4,Austria
2020-03-19,2013,9,6,Austria
2020-03-20,2388,9,6,Austria
2020-03-21,2814,9,8,Austria
2020-03-22,3582,9,16,Austria
2020-03-23,4474,9,21,Austria
2020-03-24,5283,9,28,Austria
2020-01-22,0,0,0,Azerbaijan
2020-01-23,0,0,0,Azerbaijan
2020-01-24,0,0,0,Azerbaijan
2020-01-25,0,0,0,Azerbaijan
2020-01-26,0,0,0,Azerbaijan
2020-01-27,0,0,0,Azerbaijan
2020-01-28,0,0,0,Azerbaijan
2020-01-29,0,0,0,Azerbaijan
2020-01-30,0,0,0,Azerbaijan
2020-01-31,0,0,0,Azerbaijan
2020-02-01,0,0,0,Azerbaijan
2020-02-02,0,0,0,Azerbaijan
2020-02-03,0,0,0,Azerbaijan
2020-02-04,0,0,0,Azerbaijan
2020-02-05,0,0,0,Azerbaijan
2020-02-06,0,0,0,Azerbaijan
2020-02-07,0,0,0,Azerbaijan
2020-02-08,0,0,0,Azerbaijan
2020-02-09,0,0,0,Azerbaijan
2020-02-10,0,0,0,Azerbaijan
2020-02-11,0,0,0,Azerbaijan
2020-02-12,0,0,0,Azerbaijan
2020-02-13,0,0,0,Azerbaijan
2020-02-14,0,0,0,Azerbaijan
2020-02-15,0,0,0,Azerbaijan
2020-02-16,0,0,0,Azerbaijan
2020-02-17,0,0,0,Azerbaijan
2020-02-18,0,0,0,Azerbaijan
2020-02-19,0,0,0,Azerbaijan
2020-02-20,0,0,0,Azerbaijan
2020-02-21,0,0,0,Azerbaijan
2020-02-22,0,0,0,Azerbaijan
2020-02-23,0,0,0,Azerbaijan
2020-02-24,0,0,0,Azerbaijan
2020-02-25,0,0,0,Azerbaijan
2020-02-26,0,0,0,Azerbaijan
2020-02-27,0,0,0,Azerbaijan
2020-02-28,0,0,0,Azerbaijan
2020-02-29,0,0,0,Azerbaijan
2020-03-01,3,0,0,Azerbaijan
2020-03-02,3,0,0,Azerbaijan
2020-03-03,3,0,0,Azerbaijan
2020-03-04,3,0,0,Azerbaijan
2020-03-05,6,0,0,Azerbaijan
2020-03-06,6,0,0,Azerbaijan
2020-03-07,9,0,0,Azerbaijan
2020-03-08,9,0,0,Azerbaijan
2020-03-09,9,0,0,Azerbaijan
2020-03-10,11,0,0,Azerbaijan
2020-03-11,11,3,0,Azerbaijan
2020-03-12,11,3,0,Azerbaijan
2020-03-13,15,3,1,Azerbaijan
2020-03-14,15,3,1,Azerbaijan
2020-03-15,23,6,1,Azerbaijan
2020-03-16,28,6,1,Azerbaijan
2020-03-17,28,6,1,Azerbaijan
2020-03-18,28,6,1,Azerbaijan
2020-03-19,44,6,1,Azerbaijan
2020-03-20,44,6,1,Azerbaijan
2020-03-21,53,11,1,Azerbaijan
2020-03-22,65,10,1,Azerbaijan
2020-03-23,72,10,1,Azerbaijan
2020-03-24,87,10,1,Azerbaijan
2020-01-22,0,0,0,Bahamas
2020-01-23,0,0,0,Bahamas
2020-01-24,0,0,0,Bahamas
2020-01-25,0,0,0,Bahamas
2020-01-26,0,0,0,Bahamas
2020-01-27,0,0,0,Bahamas
2020-01-28,0,0,0,Bahamas
2020-01-29,0,0,0,Bahamas
2020-01-30,0,0,0,Bahamas
2020-01-31,0,0,0,Bahamas
2020-02-01,0,0,0,Bahamas
2020-02-02,0,0,0,Bahamas
2020-02-03,0,0,0,Bahamas
2020-02-04,0,0,0,Bahamas
2020-02-05,0,0,0,Bahamas
2020-02-06,0,0,0,Bahamas
2020-02-07,0,0,0,Bahamas
2020-02-08,0,0,0,Bahamas
2020-02-09,0,0,0,Bahamas
2020-02-10,0,0,0,Bahamas
2020-02-11,0,0,0,Bahamas
2020-02-12,0,0,0,Bahamas
2020-02-13,0,0,0,Bahamas
2020-02-14,0,0,0,Bahamas
2020-02-15,0,0,0,Bahamas
2020-02-16,0,0,0,Bahamas
2020-02-17,0,0,0,Bahamas
2020-02-18,0,0,0,Bahamas
2020-02-19,0,0,0,Bahamas
2020-02-20,0,0,0,Bahamas
2020-02-21,0,0,0,Bahamas
2020-02-22,0,0,0,Bahamas
2020-02-23,0,0,0,Bahamas
2020-02-24,0,0,0,Bahamas
2020-02-25,0,0,0,Bahamas
2020-02-26,0,0,0,Bahamas
2020-02-27,0,0,0,Bahamas
2020-02-28,0,0,0,Bahamas
2020-02-29,0,0,0,Bahamas
2020-03-01,0,0,0,Bahamas
2020-03-02,0,0,0,Bahamas
2020-03-03,0,0,0,Bahamas
2020-03-04,0,0,0,Bahamas
2020-03-05,0,0,0,Bahamas
2020-03-06,0,0,0,Bahamas
2020-03-07,0,0,0,Bahamas
2020-03-08,0,0,0,Bahamas
2020-03-09,0,0,0,Bahamas
2020-03-10,0,0,0,Bahamas
2020-03-11,0,0,0,Bahamas
2020-03-12,0,0,0,Bahamas
2020-03-13,0,0,0,Bahamas
2020-03-14,0,0,0,Bahamas
2020-03-15,0,0,0,Bahamas
